SIGNALENERGY_AVG,BIN_AVG0,BIN_AVG1,BIN_AVG2,BIN_AVG3,BIN_AVG4,BIN_AVG5,BIN_AVG6,BIN_AVG7,BIN_AVG8,BIN_AVG9,BIN_AVG10,BIN_AVG11,BIN_AVG12,BIN_AVG13,BIN_AVG14,BIN_AVG15,BIN_AVG16,BIN_AVG17,BIN_AVG18,BIN_AVG19,SIGNALENERGY_STDEV,BIN_STDEV0,BIN_STDEV1,BIN_STDEV2,BIN_STDEV3,BIN_STDEV4,BIN_STDEV5,BIN_STDEV6,BIN_STDEV7,BIN_STDEV8,BIN_STDEV9,BIN_STDEV10,BIN_STDEV11,BIN_STDEV12,BIN_STDEV13,BIN_STDEV14,BIN_STDEV15,BIN_STDEV16,BIN_STDEV17,BIN_STDEV18,BIN_STDEV19,style,file_name
0.754941,6.229590,0.730891,-0.346198,-0.154776,-0.235262,-0.215617,-0.284090,-0.237860,-0.286294,-0.279405,-0.272041,-0.250146,-0.240289,-0.234164,-0.258893,-0.276087,-0.264183,-0.260431,-0.267355,-0.261611,-0.117858,0.432361,-0.052653,-0.005986,-0.141915,-0.146502,-0.170914,-0.167843,-0.180688,-0.201384,-0.197866,-0.201120,-0.195506,-0.191370,-0.206661,-0.207549,-0.211677,-0.222739,-0.230947,-0.232894,-0.239006,"jazz","../../../datasets/music/jazz/jazz.00076.au"
0.739456,6.264338,0.412523,-0.260118,-0.100287,-0.271631,-0.341687,-0.286098,-0.244489,-0.274740,-0.253973,-0.241769,-0.245960,-0.257734,-0.258695,-0.279781,-0.286501,-0.282064,-0.281274,-0.260395,-0.257242,-0.102824,0.443469,-0.011374,0.028756,-0.145429,-0.123056,-0.124690,-0.157759,-0.151057,-0.190997,-0.166966,-0.177047,-0.189477,-0.201792,-0.201828,-0.199836,-0.201786,-0.204895,-0.207595,-0.216975,-0.228720,"jazz","../../../datasets/music/jazz/jazz.00078.au"
0.715784,6.303877,0.381148,-0.263541,-0.021552,-0.239025,-0.244808,-0.251506,-0.227149,-0.255212,-0.213684,-0.226494,-0.222683,-0.219448,-0.236711,-0.240645,-0.266708,-0.252481,-0.246018,-0.243161,-0.248603,-0.173017,0.088626,-0.035065,-0.090731,-0.130181,-0.160544,-0.157128,-0.152491,-0.176126,-0.157125,-0.174492,-0.180463,-0.168609,-0.186716,-0.197003,-0.197503,-0.191256,-0.201753,-0.214915,-0.206290,-0.218597,"jazz","../../../datasets/music/jazz/jazz.00079.au"
0.702212,6.313601,0.282453,-0.278097,-0.051804,-0.228508,-0.226631,-0.198639,-0.197995,-0.227015,-0.223252,-0.247976,-0.230561,-0.221005,-0.232528,-0.240474,-0.233905,-0.231877,-0.245496,-0.244922,-0.245412,-0.175309,0.155076,-0.079116,-0.128741,-0.128572,-0.145650,-0.159891,-0.168784,-0.170300,-0.174691,-0.177525,-0.172799,-0.191065,-0.186175,-0.189401,-0.194796,-0.184361,-0.195460,-0.211592,-0.202959,-0.210057,"jazz","../../../datasets/music/jazz/jazz.00080.au"
0.704481,6.287341,0.407306,-0.058592,-0.164404,-0.199396,-0.207358,-0.198215,-0.222360,-0.256741,-0.270597,-0.249308,-0.241159,-0.245990,-0.256974,-0.270007,-0.261377,-0.259156,-0.251367,-0.264154,-0.267771,-0.155301,0.310852,0.018175,-0.056688,-0.129704,-0.161440,-0.184895,-0.179573,-0.185358,-0.180498,-0.185172,-0.197038,-0.199813,-0.202535,-0.200692,-0.211328,-0.213151,-0.223002,-0.233498,-0.238934,-0.244610,"jazz","../../../datasets/music/jazz/jazz.00081.au"
0.664593,6.294968,0.276782,-0.098840,-0.143309,-0.205512,-0.221186,-0.226563,-0.249250,-0.240343,-0.250008,-0.231843,-0.231701,-0.248799,-0.253076,-0.260524,-0.255138,-0.258345,-0.260136,-0.261237,-0.253795,-0.139362,0.428787,0.013734,-0.063787,-0.141779,-0.172831,-0.178369,-0.177088,-0.185659,-0.193382,-0.183896,-0.182245,-0.194240,-0.204569,-0.208847,-0.206754,-0.203571,-0.213209,-0.221499,-0.225670,-0.232500,"jazz","../../../datasets/music/jazz/jazz.00082.au"
0.704780,6.306755,0.276478,-0.125698,-0.118351,-0.263685,-0.227946,-0.238738,-0.220492,-0.274460,-0.257212,-0.238608,-0.232690,-0.227136,-0.229345,-0.236146,-0.260180,-0.259757,-0.244750,-0.240644,-0.235222,-0.144614,0.212844,-0.008218,-0.032333,-0.129187,-0.156572,-0.157165,-0.167239,-0.176259,-0.178218,-0.178477,-0.186038,-0.189243,-0.199107,-0.198819,-0.204139,-0.203788,-0.205237,-0.212015,-0.219358,-0.223771,"jazz","../../../datasets/music/jazz/jazz.00083.au"
0.740367,6.197903,0.647529,0.053286,-0.102747,-0.239154,-0.254757,-0.262536,-0.299084,-0.297935,-0.275904,-0.274967,-0.316190,-0.293295,-0.279057,-0.298253,-0.330391,-0.324068,-0.318542,-0.311871,-0.300883,-0.051298,0.626097,0.157647,-0.048745,-0.033468,-0.093845,-0.144955,-0.197101,-0.196838,-0.190633,-0.196783,-0.215813,-0.233352,-0.240911,-0.241238,-0.245989,-0.249984,-0.257714,-0.263448,-0.268628,-0.272448,"jazz","../../../datasets/music/jazz/jazz.00087.au"
0.767969,6.266524,0.505192,-0.089272,-0.219624,-0.255041,-0.245217,-0.267793,-0.242417,-0.251402,-0.200215,-0.219352,-0.259359,-0.264047,-0.256903,-0.245100,-0.298857,-0.283864,-0.282231,-0.286458,-0.279688,-0.146449,0.304243,0.033770,-0.048724,-0.110131,-0.169124,-0.178477,-0.186237,-0.187790,-0.177440,-0.189331,-0.178771,-0.164898,-0.185003,-0.177910,-0.199331,-0.203256,-0.210271,-0.232149,-0.237129,-0.248440,"jazz","../../../datasets/music/jazz/jazz.00088.au"
0.754479,6.242468,0.741100,-0.054049,-0.056165,-0.226884,-0.286519,-0.261548,-0.272485,-0.331844,-0.310166,-0.308110,-0.291557,-0.252298,-0.252191,-0.252107,-0.265927,-0.277473,-0.277513,-0.267460,-0.263966,-0.159207,0.217178,-0.007554,-0.102489,-0.145361,-0.165505,-0.157909,-0.159741,-0.179793,-0.168983,-0.184818,-0.177810,-0.184752,-0.167152,-0.182382,-0.199600,-0.212441,-0.223739,-0.215231,-0.221512,-0.230980,"jazz","../../../datasets/music/jazz/jazz.00090.au"
0.693672,6.248549,0.244494,-0.148165,-0.136382,-0.302811,-0.392359,-0.359813,-0.230329,-0.294876,-0.272820,-0.245227,-0.310886,-0.272437,-0.338918,-0.304870,-0.232954,-0.307051,-0.325453,-0.270341,-0.284786,-0.085749,0.566711,0.309340,-0.046328,-0.162233,-0.176675,-0.137868,-0.140591,-0.131971,-0.139430,-0.131067,-0.166446,-0.164479,-0.165329,-0.143730,-0.192790,-0.183054,-0.220631,-0.221797,-0.207441,-0.214678,"jazz","../../../datasets/music/jazz/jazz.00091.au"
0.720029,6.231562,0.542600,-0.033382,-0.096422,-0.284062,-0.407073,-0.285363,-0.212811,-0.304996,-0.308362,-0.286303,-0.285930,-0.275449,-0.332841,-0.307604,-0.281635,-0.311612,-0.317191,-0.283400,-0.288866,-0.083785,0.506061,0.153125,-0.052112,-0.163124,-0.145085,-0.056469,-0.185743,-0.148025,-0.157842,-0.180410,-0.176762,-0.160482,-0.202343,-0.171294,-0.183059,-0.193635,-0.246996,-0.245714,-0.242510,-0.254681,"jazz","../../../datasets/music/jazz/jazz.00092.au"
0.708185,6.268370,0.690807,-0.158413,-0.236117,-0.211510,-0.258786,-0.232249,-0.269959,-0.278549,-0.265821,-0.269775,-0.246063,-0.233409,-0.262445,-0.262836,-0.251251,-0.253158,-0.255150,-0.259317,-0.256174,-0.170979,0.127269,-0.059860,-0.052719,-0.130301,-0.141710,-0.147559,-0.163480,-0.167194,-0.168455,-0.173752,-0.174080,-0.168023,-0.179777,-0.197783,-0.195725,-0.191097,-0.196069,-0.214454,-0.215950,-0.224681,"jazz","../../../datasets/music/jazz/jazz.00093.au"
0.734402,6.261894,0.602666,-0.172848,-0.134476,-0.222901,-0.191888,-0.278485,-0.174651,-0.317005,-0.249117,-0.289211,-0.249835,-0.289729,-0.247460,-0.299852,-0.250604,-0.288026,-0.276433,-0.279051,-0.271696,-0.146267,0.261827,0.013889,0.007649,-0.127396,-0.158816,-0.177518,-0.151010,-0.172066,-0.195931,-0.187245,-0.177777,-0.195865,-0.210291,-0.189145,-0.199731,-0.207399,-0.211270,-0.220881,-0.229853,-0.240598,"jazz","../../../datasets/music/jazz/jazz.00095.au"
0.710578,6.215684,0.691286,-0.230089,-0.114619,-0.216921,-0.172969,-0.307095,-0.187225,-0.340220,-0.263251,-0.313592,-0.259077,-0.273575,-0.225767,-0.259483,-0.281148,-0.314531,-0.294953,-0.316503,-0.300178,-0.140704,0.583828,0.088428,0.001933,-0.089188,-0.176013,-0.206009,-0.193668,-0.157281,-0.172461,-0.212937,-0.201316,-0.213561,-0.225615,-0.185862,-0.189577,-0.233304,-0.245024,-0.247628,-0.263149,-0.267245,"jazz","../../../datasets/music/jazz/jazz.00096.au"
0.715601,6.141832,1.108839,0.055944,-0.091901,-0.331357,-0.296777,-0.421436,-0.324650,-0.404264,-0.315153,-0.336030,-0.273088,-0.282925,-0.245609,-0.300688,-0.300771,-0.331046,-0.307717,-0.306376,-0.298909,-0.106888,0.421015,0.078560,0.054795,-0.044105,-0.131013,-0.169887,-0.165326,-0.173495,-0.188082,-0.192705,-0.201062,-0.200199,-0.192383,-0.179351,-0.204229,-0.234055,-0.246078,-0.254097,-0.259711,-0.265222,"jazz","../../../datasets/music/jazz/jazz.00097.au"
0.736842,6.264011,0.564593,-0.161838,-0.070496,-0.235510,-0.177952,-0.317373,-0.183748,-0.277216,-0.239411,-0.282314,-0.251687,-0.270050,-0.248170,-0.270162,-0.257334,-0.279432,-0.262620,-0.271332,-0.262010,-0.160422,0.313507,0.014676,-0.039647,-0.131507,-0.165687,-0.185391,-0.172471,-0.183098,-0.197436,-0.195980,-0.191188,-0.199978,-0.202078,-0.206962,-0.201879,-0.214969,-0.225439,-0.227209,-0.231600,-0.242035,"jazz","../../../datasets/music/jazz/jazz.00098.au"
0.735789,6.218640,0.841349,-0.121447,-0.094992,-0.219726,-0.206355,-0.309149,-0.197716,-0.356065,-0.265342,-0.307471,-0.258017,-0.280177,-0.269511,-0.293144,-0.277175,-0.301874,-0.289978,-0.306234,-0.289067,-0.114626,0.312200,0.061905,-0.030572,-0.131970,-0.167826,-0.172661,-0.168115,-0.174604,-0.179553,-0.190285,-0.187615,-0.198319,-0.222884,-0.209536,-0.210691,-0.204215,-0.213773,-0.237957,-0.251230,-0.260010,"jazz","../../../datasets/music/jazz/jazz.00099.au"
0.735357,6.327035,0.125270,-0.256675,-0.021860,-0.185852,-0.185267,-0.183598,-0.216331,-0.183073,-0.204183,-0.228935,-0.212500,-0.224828,-0.230641,-0.232402,-0.232349,-0.229190,-0.226037,-0.230261,-0.230059,-0.186823,-0.075622,-0.106404,-0.110808,-0.109079,-0.137102,-0.158263,-0.157319,-0.161385,-0.169203,-0.176467,-0.178597,-0.178169,-0.181246,-0.185701,-0.189161,-0.194479,-0.198553,-0.203233,-0.206306,-0.209702,"metal","../../../datasets/music/metal/metal.00000.au"
0.724551,6.324582,0.180423,-0.246509,-0.036325,-0.120966,-0.180149,-0.220598,-0.170718,-0.221305,-0.224549,-0.223735,-0.212146,-0.250396,-0.244543,-0.237557,-0.225870,-0.237059,-0.232990,-0.231791,-0.230748,-0.191231,-0.033959,-0.105750,-0.118958,-0.136204,-0.140452,-0.150691,-0.146017,-0.162969,-0.172577,-0.168571,-0.178209,-0.182058,-0.183746,-0.187895,-0.198345,-0.199775,-0.201225,-0.200756,-0.207501,-0.214713,"metal","../../../datasets/music/metal/metal.00001.au"
0.739915,6.294246,0.433708,-0.355817,-0.038788,-0.302500,-0.189391,-0.275816,-0.193485,-0.225405,-0.176417,-0.245041,-0.222556,-0.271256,-0.236043,-0.246148,-0.227405,-0.242741,-0.229790,-0.246807,-0.236742,-0.188519,0.062196,-0.050567,-0.063681,-0.085262,-0.140343,-0.150888,-0.157915,-0.175010,-0.172389,-0.184010,-0.178513,-0.191007,-0.184811,-0.191524,-0.201702,-0.206379,-0.204998,-0.211214,-0.212721,-0.216466,"metal","../../../datasets/music/metal/metal.00002.au"
0.747201,6.318024,0.182813,-0.391070,-0.050661,-0.206897,-0.126072,-0.202000,-0.158135,-0.239718,-0.192540,-0.228166,-0.198683,-0.243691,-0.207677,-0.241817,-0.220760,-0.239182,-0.232781,-0.245175,-0.237064,-0.176577,-0.030732,-0.081378,-0.093932,-0.135276,-0.144122,-0.147428,-0.146783,-0.154350,-0.160683,-0.176663,-0.176910,-0.185880,-0.182646,-0.186112,-0.196581,-0.198077,-0.199510,-0.200321,-0.202169,-0.209820,"metal","../../../datasets/music/metal/metal.00003.au"
0.732572,6.302590,0.337430,-0.285019,0.059031,-0.273887,-0.189567,-0.233616,-0.209329,-0.262496,-0.206866,-0.236702,-0.231020,-0.270540,-0.238192,-0.256239,-0.223413,-0.247614,-0.232076,-0.252607,-0.246008,-0.177236,0.065235,-0.053133,-0.074129,-0.093278,-0.127102,-0.161837,-0.156480,-0.171598,-0.172418,-0.179261,-0.179910,-0.188726,-0.191093,-0.197455,-0.207570,-0.207557,-0.211450,-0.213280,-0.216989,-0.221165,"metal","../../../datasets/music/metal/metal.00005.au"
0.667393,6.330683,0.114128,-0.244437,-0.038735,-0.239334,-0.254569,-0.196599,-0.146382,-0.243824,-0.213549,-0.220743,-0.231405,-0.236308,-0.228777,-0.239704,-0.234340,-0.248466,-0.241327,-0.246984,-0.245419,-0.184996,0.028514,-0.032114,-0.074662,-0.120232,-0.117867,-0.138365,-0.133844,-0.142322,-0.150091,-0.166704,-0.174631,-0.174805,-0.183121,-0.182919,-0.189910,-0.196427,-0.195652,-0.201917,-0.211359,-0.217878,"metal","../../../datasets/music/metal/metal.00006.au"
0.703968,6.327300,0.176728,-0.272637,-0.021062,-0.139725,-0.231725,-0.207859,-0.166403,-0.202290,-0.214909,-0.236937,-0.206813,-0.211819,-0.222423,-0.236545,-0.220613,-0.223313,-0.234830,-0.234634,-0.237652,-0.173672,-0.055004,-0.076544,-0.081038,-0.141603,-0.152520,-0.154967,-0.160914,-0.166854,-0.172038,-0.178668,-0.181554,-0.185161,-0.189806,-0.190547,-0.194831,-0.199349,-0.203213,-0.205469,-0.209217,-0.212835,"metal","../../../datasets/music/metal/metal.00007.au"
0.702818,6.308173,0.284981,-0.242197,-0.068735,-0.216790,-0.187685,-0.183047,-0.212969,-0.227386,-0.214566,-0.246968,-0.234016,-0.234719,-0.249763,-0.263804,-0.257738,-0.253418,-0.265048,-0.265301,-0.266548,-0.183268,0.156888,0.022602,-0.040943,-0.124375,-0.126769,-0.161083,-0.164147,-0.156745,-0.170302,-0.181259,-0.184321,-0.189998,-0.187660,-0.202303,-0.211508,-0.214062,-0.214612,-0.218144,-0.222667,-0.230598,"metal","../../../datasets/music/metal/metal.00008.au"
0.811564,6.301476,0.321691,-0.121591,-0.030834,-0.321111,-0.164900,-0.240599,-0.212969,-0.214917,-0.216769,-0.250305,-0.202403,-0.245361,-0.210053,-0.233687,-0.215200,-0.229770,-0.229311,-0.236075,-0.231179,-0.195781,-0.046448,-0.098393,-0.134603,-0.121521,-0.153008,-0.163133,-0.162990,-0.168637,-0.174957,-0.182843,-0.190021,-0.189728,-0.191649,-0.193740,-0.199941,-0.206374,-0.209611,-0.211832,-0.214890,-0.217594,"metal","../../../datasets/music/metal/metal.00009.au"
0.729118,6.320431,0.116710,-0.217179,0.109336,-0.272653,-0.196588,-0.248627,-0.195224,-0.232319,-0.218332,-0.238962,-0.199225,-0.247627,-0.217556,-0.241171,-0.218260,-0.240602,-0.228573,-0.237244,-0.229851,-0.192159,-0.018175,-0.074224,-0.115026,-0.091309,-0.113574,-0.152106,-0.160603,-0.148847,-0.166692,-0.172862,-0.183767,-0.188093,-0.190839,-0.195426,-0.200578,-0.202403,-0.203407,-0.206287,-0.208391,-0.210832,"metal","../../../datasets/music/metal/metal.00010.au"
0.773130,6.316663,0.179920,-0.306566,0.034171,-0.197699,-0.228024,-0.215339,-0.131922,-0.253029,-0.214287,-0.238569,-0.207631,-0.217873,-0.207329,-0.241741,-0.207455,-0.228527,-0.215026,-0.226390,-0.229243,-0.198067,-0.090424,-0.121393,-0.120010,-0.141927,-0.135262,-0.159077,-0.158683,-0.159551,-0.166702,-0.172937,-0.177645,-0.180482,-0.180949,-0.186416,-0.190976,-0.194423,-0.197605,-0.196927,-0.201712,-0.206071,"metal","../../../datasets/music/metal/metal.00011.au"
0.732011,6.320352,0.157485,-0.398951,0.017028,-0.197192,-0.184660,-0.237901,-0.115680,-0.198120,-0.181048,-0.234788,-0.203272,-0.223704,-0.202522,-0.240129,-0.216905,-0.236094,-0.214611,-0.236182,-0.235220,-0.198798,-0.039129,-0.089800,-0.113464,-0.113386,-0.143711,-0.149940,-0.152143,-0.165308,-0.163510,-0.176090,-0.182644,-0.185418,-0.186695,-0.192189,-0.197836,-0.200765,-0.201314,-0.201947,-0.205545,-0.210266,"metal","../../../datasets/music/metal/metal.00012.au"
0.707477,6.325435,0.063826,-0.341105,0.036291,-0.180527,-0.197796,-0.250065,-0.126999,-0.208161,-0.187931,-0.242023,-0.199326,-0.223394,-0.209060,-0.244216,-0.219278,-0.236809,-0.217143,-0.240422,-0.241660,-0.164335,0.068180,-0.080782,-0.118740,-0.119059,-0.147860,-0.155918,-0.151698,-0.159494,-0.167115,-0.177573,-0.184091,-0.189103,-0.190217,-0.193294,-0.199274,-0.201300,-0.204760,-0.206447,-0.210957,-0.213280,"metal","../../../datasets/music/metal/metal.00013.au"
0.708447,6.311948,0.134188,-0.424575,0.085769,-0.196013,-0.154316,-0.230063,-0.131415,-0.226678,-0.196063,-0.241092,-0.218353,-0.245753,-0.228479,-0.262233,-0.230973,-0.249998,-0.225113,-0.252117,-0.250089,-0.155594,0.168301,-0.067273,-0.117746,-0.108721,-0.149290,-0.152521,-0.168741,-0.170604,-0.174909,-0.181859,-0.183895,-0.189502,-0.190174,-0.194235,-0.198322,-0.204459,-0.205067,-0.205271,-0.210922,-0.216225,"metal","../../../datasets/music/metal/metal.00014.au"
0.737506,6.316392,0.155128,-0.168541,0.136860,-0.211258,-0.191807,-0.255818,-0.201856,-0.255793,-0.226645,-0.243705,-0.205861,-0.253113,-0.218526,-0.241858,-0.222158,-0.246124,-0.239406,-0.247837,-0.237187,-0.191026,-0.016959,-0.090849,-0.115891,-0.098405,-0.128945,-0.158979,-0.159671,-0.157979,-0.172269,-0.175109,-0.186640,-0.189970,-0.190712,-0.195242,-0.202566,-0.204467,-0.207393,-0.209691,-0.211561,-0.214069,"metal","../../../datasets/music/metal/metal.00015.au"
0.771293,6.315366,0.171682,-0.397522,-0.045799,-0.203203,-0.176022,-0.257187,-0.146977,-0.232173,-0.197047,-0.247808,-0.205208,-0.224795,-0.214992,-0.234200,-0.214100,-0.232568,-0.222947,-0.224795,-0.222250,-0.182803,-0.061639,-0.069093,-0.101130,-0.118805,-0.130959,-0.144195,-0.139703,-0.148648,-0.162697,-0.169776,-0.182417,-0.184488,-0.180526,-0.184129,-0.191276,-0.196271,-0.199632,-0.201048,-0.202673,-0.206842,"metal","../../../datasets/music/metal/metal.00016.au"
0.732013,6.317582,0.202617,-0.256123,0.058507,-0.189523,-0.183216,-0.264929,-0.167635,-0.241499,-0.183797,-0.248621,-0.204435,-0.243025,-0.227545,-0.243859,-0.217457,-0.233736,-0.232673,-0.243686,-0.238124,-0.172399,-0.002428,-0.068870,-0.104678,-0.129692,-0.150687,-0.154083,-0.163104,-0.171281,-0.172072,-0.178489,-0.188735,-0.190518,-0.190531,-0.195944,-0.203586,-0.205681,-0.207375,-0.211057,-0.213365,-0.216259,"metal","../../../datasets/music/metal/metal.00017.au"
0.739640,6.273331,0.436975,-0.658288,0.113085,-0.280048,-0.142593,-0.286135,-0.189913,-0.252495,-0.209103,-0.248541,-0.223013,-0.228945,-0.220948,-0.243470,-0.220685,-0.238035,-0.229774,-0.239518,-0.236691,-0.201201,0.022484,0.039155,-0.065993,-0.101900,-0.142142,-0.147935,-0.154602,-0.160260,-0.169334,-0.172567,-0.170609,-0.182334,-0.184857,-0.191373,-0.197071,-0.201240,-0.202963,-0.207065,-0.209215,-0.213814,"metal","../../../datasets/music/metal/metal.00018.au"
0.714502,6.306856,0.198134,-0.262320,0.044430,-0.197163,-0.198285,-0.272017,-0.176296,-0.251019,-0.192053,-0.267556,-0.221920,-0.254899,-0.237667,-0.249452,-0.227237,-0.245349,-0.240923,-0.253244,-0.245979,-0.148553,0.245636,-0.038491,-0.093472,-0.120937,-0.150676,-0.161065,-0.171248,-0.176091,-0.181344,-0.186723,-0.192120,-0.197369,-0.198515,-0.201453,-0.210288,-0.213091,-0.213381,-0.217025,-0.220666,-0.223671,"metal","../../../datasets/music/metal/metal.00019.au"
0.731134,6.311207,0.226242,-0.244293,0.064196,-0.196564,-0.193089,-0.275793,-0.182479,-0.242654,-0.188534,-0.252892,-0.211832,-0.256540,-0.240098,-0.247577,-0.220808,-0.239101,-0.238573,-0.248661,-0.241706,-0.163616,0.110072,-0.048720,-0.119111,-0.141236,-0.157711,-0.154656,-0.168408,-0.173908,-0.177822,-0.179435,-0.186457,-0.190510,-0.191595,-0.197202,-0.208043,-0.207736,-0.207483,-0.212805,-0.215849,-0.219353,"metal","../../../datasets/music/metal/metal.00020.au"
0.726413,6.323291,0.104311,-0.349426,0.019230,-0.216303,-0.135834,-0.227825,-0.151596,-0.232573,-0.192279,-0.241923,-0.196104,-0.239054,-0.206530,-0.244287,-0.219265,-0.241967,-0.230179,-0.247562,-0.241668,-0.168495,0.003100,-0.087561,-0.106291,-0.122363,-0.133783,-0.147981,-0.148769,-0.163052,-0.160469,-0.171190,-0.178196,-0.182359,-0.188396,-0.187014,-0.194912,-0.199800,-0.200497,-0.202662,-0.206306,-0.211873,"metal","../../../datasets/music/metal/metal.00021.au"
0.774245,6.309409,0.213216,-0.282565,0.067851,-0.259942,-0.158558,-0.182118,-0.160284,-0.206161,-0.204179,-0.257127,-0.200092,-0.228560,-0.211523,-0.259326,-0.225531,-0.235223,-0.226872,-0.244422,-0.244261,-0.178753,0.029391,-0.075627,-0.094682,-0.140831,-0.167823,-0.167155,-0.178237,-0.182508,-0.178539,-0.188523,-0.193066,-0.197059,-0.195961,-0.202615,-0.203766,-0.209999,-0.208246,-0.208481,-0.215123,-0.220374,"metal","../../../datasets/music/metal/metal.00023.au"
0.781747,6.309098,0.263975,-0.312513,-0.004544,-0.210849,-0.152237,-0.234632,-0.167302,-0.245637,-0.201562,-0.241820,-0.193415,-0.237854,-0.212685,-0.237212,-0.228305,-0.244894,-0.235833,-0.243929,-0.237571,-0.197561,-0.069118,-0.069441,-0.092832,-0.109847,-0.154324,-0.159338,-0.159140,-0.167853,-0.172389,-0.176040,-0.182246,-0.185919,-0.188626,-0.192447,-0.198009,-0.198313,-0.205420,-0.207707,-0.209804,-0.215654,"metal","../../../datasets/music/metal/metal.00024.au"
0.741274,6.285468,0.320163,-0.392290,0.151195,-0.186706,-0.202635,-0.242719,-0.178158,-0.263443,-0.228325,-0.266133,-0.213063,-0.250030,-0.242731,-0.281401,-0.255683,-0.269693,-0.258074,-0.263513,-0.258683,-0.188168,0.196647,-0.006512,0.002639,-0.080783,-0.138244,-0.158136,-0.174855,-0.180271,-0.189125,-0.186654,-0.198967,-0.203703,-0.199562,-0.207863,-0.212675,-0.218492,-0.222224,-0.221144,-0.225965,-0.230764,"metal","../../../datasets/music/metal/metal.00025.au"
0.743351,6.315512,0.155893,-0.377790,0.087997,-0.224438,-0.089977,-0.235789,-0.150090,-0.223175,-0.221254,-0.217906,-0.208241,-0.258288,-0.210666,-0.248698,-0.225549,-0.234371,-0.226037,-0.244180,-0.234885,-0.179321,-0.008112,-0.110114,-0.112693,-0.141116,-0.137005,-0.155175,-0.161146,-0.171149,-0.171417,-0.173760,-0.179743,-0.183349,-0.187026,-0.184823,-0.196231,-0.195413,-0.201607,-0.204540,-0.205528,-0.212151,"metal","../../../datasets/music/metal/metal.00026.au"
0.754664,6.310612,0.274832,-0.326998,-0.021204,-0.170346,-0.155228,-0.238698,-0.166923,-0.236434,-0.198238,-0.266788,-0.212426,-0.244261,-0.224582,-0.250986,-0.225836,-0.239409,-0.231369,-0.239035,-0.236997,-0.177385,0.026418,-0.103045,-0.127729,-0.124054,-0.135624,-0.149315,-0.160805,-0.160157,-0.174941,-0.179114,-0.184081,-0.186229,-0.185805,-0.190508,-0.197808,-0.204635,-0.204875,-0.207026,-0.210880,-0.216750,"metal","../../../datasets/music/metal/metal.00027.au"
0.736423,6.319974,0.231244,-0.353073,-0.090256,-0.238452,-0.210357,-0.258348,-0.177815,-0.206803,-0.162647,-0.246857,-0.203476,-0.247287,-0.210910,-0.221238,-0.207197,-0.228252,-0.212102,-0.219621,-0.218016,-0.187569,-0.089444,-0.085387,-0.084111,-0.132451,-0.143892,-0.154687,-0.155769,-0.160978,-0.168319,-0.164492,-0.170782,-0.170304,-0.176209,-0.175493,-0.183034,-0.186789,-0.188948,-0.195978,-0.197914,-0.202383,"metal","../../../datasets/music/metal/metal.00028.au"
0.711519,6.317753,0.159806,-0.196046,-0.012600,-0.289986,-0.157069,-0.232137,-0.160853,-0.268848,-0.209217,-0.248748,-0.229781,-0.278676,-0.234593,-0.254472,-0.228505,-0.245710,-0.240567,-0.248087,-0.240739,-0.173780,0.119638,-0.048893,-0.099803,-0.110660,-0.113378,-0.127442,-0.151396,-0.154418,-0.172084,-0.176283,-0.183934,-0.185323,-0.186983,-0.188911,-0.197828,-0.203721,-0.208065,-0.211200,-0.216282,-0.221697,"metal","../../../datasets/music/metal/metal.00029.au"
0.823067,6.264589,0.583253,-0.316798,0.048549,-0.219950,-0.135577,-0.265023,-0.182465,-0.236162,-0.213494,-0.267682,-0.231375,-0.255379,-0.230702,-0.253077,-0.229487,-0.249738,-0.250833,-0.261854,-0.251418,-0.189386,0.054504,-0.004312,-0.105828,-0.160339,-0.171263,-0.188105,-0.190234,-0.189086,-0.192219,-0.188119,-0.197771,-0.202712,-0.203925,-0.206917,-0.216511,-0.219425,-0.218271,-0.222149,-0.226168,-0.230207,"metal","../../../datasets/music/metal/metal.00030.au"
0.777201,6.311302,0.143476,-0.283527,-0.049797,-0.194257,-0.122307,-0.269310,-0.164560,-0.225762,-0.205829,-0.257153,-0.205187,-0.230167,-0.221251,-0.253260,-0.225678,-0.235362,-0.230370,-0.241272,-0.237061,-0.174392,0.111793,-0.044131,-0.058235,-0.123010,-0.155881,-0.166476,-0.170205,-0.179294,-0.183309,-0.184377,-0.190405,-0.192537,-0.194432,-0.200845,-0.206122,-0.211141,-0.210899,-0.213049,-0.214208,-0.218715,"metal","../../../datasets/music/metal/metal.00035.au"
0.732039,6.316716,0.220484,-0.306754,-0.005888,-0.189329,-0.177557,-0.246627,-0.180057,-0.244618,-0.201304,-0.248174,-0.206228,-0.241773,-0.220627,-0.246403,-0.220504,-0.245263,-0.233250,-0.243419,-0.239732,-0.163695,0.030614,-0.078877,-0.090267,-0.121698,-0.142771,-0.149075,-0.159303,-0.166492,-0.168634,-0.176040,-0.184512,-0.185993,-0.181269,-0.189962,-0.198361,-0.202909,-0.207822,-0.209400,-0.210752,-0.214514,"metal","../../../datasets/music/metal/metal.00036.au"
